代码		名称    		涨幅%		现价		涨跌		涨速%		DDE净量		总手		换手%		量比		所属行业		现手		开盘		昨收		最高		最低		买价		卖价		市盈(动)		市净率		买量		卖量		委比%		振幅%		金额		均笔额		笔数		手/笔		外盘		内盘		总市值		流通市值		贡献度		 
SZ300248	新开普		-4.26		13.03		-0.58		--		-0.47		8000070		3.92		1.10		计算机应用	75700--		13.66		13.61		13.75		12.86		13.03		13.04		亏损		3.14		21600		2700		+66.11		6.54		105,489,644	15022.73	7022		1139		3201447		4798623		4227915765	2662276440	--		
SZ300249	依米康		-1.78		7.71		-0.14		--		-0.08		3825702		1.26		0.72		通用设备	63000--		7.85		7.85		7.99		7.67		7.70		7.71		66.83		4.53		10700		33600		-7.67		4.08		29,764,353	13647.11	2181		1754		1488127		2337575		3439596996	2332566746	--		
SZ300250	初灵信息	+2.12		16.40		+0.34		--		0.46		4064483		3.24		0.96		通信设备	118300--	16.24		16.06		16.64		15.98		16.39		16.40		760.1		2.26		6800		39290		+8.63		4.11		66,433,503	16990.67	3910		1040		2281550		1782933		3809215044	2058733558	--		
SZ300252	金信诺		+1.61		16.38		+0.26		--		-0.22		7855418		2.60		1.01		通信设备	153900--	16.23		16.12		16.55		16.00		16.38		16.39		36.26		3.14		13800		17900		-62.95		3.41		127,962,726	19557.19	6543		1201		3956620		3898798		7280328346	4939919876	--		
SZ300253	卫宁健康	+1.06		13.29		+0.14		--		0.19		56639514	4.71		0.85		计算机应用	534581--	13.22		13.15		13.67		12.89		13.29		13.30		132.7		7.79		148519		272858		+16.94		5.93		755,547,740	22842.78	33076		1712		28156719	28482795	21475002672	15979900386	--		
SZ300254	仟源医药	+1.42		9.29		+0.13		--		-0.01		1813784		1.17		1.11		化学制药	12700--		9.18		9.16		9.46		9.18		9.28		9.29		66.12		2.34		6000		25086		-4.99		3.06		16,911,351	15416.00	1097		1653		810124		1003660		1935181320	1444755438	--		
SZ300255	常山药业	+4.15		6.53		+0.26		--		0.08		12584032	2.06		2.88		化学制药	164200--	6.24		6.27		6.90		6.24		6.53		6.54		33.63		2.53		38120		45800		-25.38		10.53		82,959,851	14215.19	5836		2156		6987412		5596620		6105333726	3980959583	--		
SZ300257	开山股份	+0.17		17.28		+0.03		--		0.01		2298502		0.281		0.85		通用设备	22800--		17.25		17.25		17.50		17.15		17.27		17.28		136.9		4.43		5000		49554		-23.61		2.03		39,883,548	16757.79	2380		966		1210694		1087808		14826240000	14156966246	--		
SZ300259	新天科技	+0.00		9.96		+0.00		--		-0.24		4774100		1.45		0.55		仪器仪表	120000--	10.00		9.96		10.13		9.93		9.96		9.97		73.56		2.84		700		4200		+62.15		2.01		47,785,922	16046.31	2978		1603		1867850		2906250		5322524201	3277100753	--		
SZ300260	新莱应材	+0.73		16.50		+0.12		--		1.19		3487110		3.54		1.15		通用设备	400000--	16.16		16.38		16.50		15.11		16.31		16.50		146.8		4.90		6000		17710		-84.30		8.49		55,560,063	16821.09	3303		1056		1784320		1702790		3332010000	1624568187	--		
SZ300263	隆华节能	-0.67		5.90		-0.04		--		-0.21		10793100	2.06		0.70		通用设备	204700--	5.96		5.94		6.14		5.88		5.90		5.91		98.74		2.11		92100		56500		+34.30		4.38		64,839,686	15153.00	4279		2522		3961300		6831800		5204267870	3092065923	--		
SZ300264	佳创视讯	-0.43		6.87		-0.03		--		0.03		2269000		0.712		0.49		计算机应用	11200--		6.84		6.90		6.95		6.77		6.87		6.88		98.79		5.17		1500		11000		+0.36		2.61		15,614,190	11937.45	1308		1735		975600		1293400		2837997000	2188280696	--		
SZ300270	中威电子	+2.14		14.82		+0.31		--		0.06		3361165		2.23		1.78		计算机设备	89800--		14.49		14.51		14.84		14.11		14.82		14.83		50.70		5.78		18700		2200		-47.43		5.03		48,858,074	29030.35	1683		1997		2377455		983710		4038494460	2231962691	--		
SZ300271	华宇软件	+3.90		20.24		+0.76		--		0.12		15261068	3.01		1.13		计算机应用	203000--	19.48		19.48		20.29		19.10		20.24		20.25		75.90		4.10		24700		64300		-12.18		6.11		304,329,400	24501.20	12421		1229		8164218		7096850		15397315058	10272261472	--		
SZ300272	开能环保	+1.13		9.88		+0.11		--		-0.12		1864488		0.728		1.08		白色家电	37800--		9.74		9.77		9.97		9.70		9.87		9.88		2.77		3.50		1000		7760		-6.20		2.76		18,336,022	13622.60	1346		1385		816648		1047840		3934074024	2531216579	--		
SZ300273	和佳股份	+3.55		9.93		+0.34		--		0.07		30799614	5.48		1.52		医疗器械服务	327200--	9.66		9.59		10.10		9.56		9.93		9.94		35.42		3.18		107900		44783		+41.12		5.63		304,733,200	19211.52	15862		1942		16787513	14012101	7823088149	5583988238	--		
SZ300274	阳光电源	-0.11		18.17		-0.02		--		-0.03		12986867	1.23		0.68		电气设备	180200--	18.31		18.19		18.39		17.83		18.16		18.17		32.45		3.68		15808		8600		-70.68		3.08		235,517,040	19144.61	12302		1056		6698636		6288231		26315222162	19217779046	--		
SZ300276	三丰智能	+0.75		14.84		+0.11		--		-0.08		5911296		2.96		0.50		专用设备	141700--	14.67		14.73		14.95		14.60		14.83		14.84		50.08		2.96		16719		50700		-37.85		2.38		87,439,453	15135.79	5777		1023		2961969		2949327		7077916334	2965789434	--		
SZ300281	金明精机	+1.12		11.73		+0.13		--		-0.02		2715371		1.84		0.67		专用设备	88302--		11.49		11.60		11.90		11.35		11.73		11.74		86.87		2.72		9598		44300		-28.55		4.74		31,543,048	11939.08	2642		1028		1221608		1493763		3275982435	1726462924	--		
SZ300283	温州宏丰	+0.81		4.97		+0.04		--		0.08		1917361		0.925		0.88		电气设备	56800--		4.93		4.93		5.04		4.89		4.97		4.98		41.44		3.56		14600		49700		+22.59		3.04		9,499,314	8481.53		1120		1712		699199		1218162		2059375910	1030680389	--		
SZ300285	国瓷材料	+1.07		21.70		+0.23		--		0.02		3760301		0.921		0.98		新材料		52600--		21.58		21.47		22.00		21.46		21.65		21.70		43.09		6.56		10100		20000		-29.94		2.52		81,730,585	19399.62	4213		893		1762818		1997483		12983134738	8855516761	--		
SZ300287	飞利信		+2.04		9.50		+0.19		--		0.13		27786149	2.63		0.85		计算机应用	595300--	9.38		9.31		9.52		9.16		9.49		9.50		34.77		2.31		27700		178536		-39.77		3.87		261,052,620	17967.69	14529		1912		14694958	13091191	13635101100	10036296660	--		
SZ300289	利德曼		+2.61		9.44		+0.24		--		-0.02		2728480		0.849		1.04		生物制品	61300--		9.24		9.20		9.46		9.13		9.44		9.45		54.49		2.99		51500		65100		-15.90		3.59		25,500,866	13957.78	1827		1493		1482560		1245920		4000721466	3032941728	--		
SZ300293	蓝英装备	-9.97		13.00		-1.44		--		-0.86		22882264	8.47		1.59		专用设备	51700--		13.79		14.44		13.92		13.00		--		13.00		95.15		4.74		0		1578798		-100.00		6.37		304,136,770	15852.84	19185		1193		11223621	11658643	3510000000	3510000000	--		
SZ300294	博雅生物	+0.50		33.97		+0.17		--		0.00		1193934		0.350		0.91		生物制品	5200--		34.13		33.80		34.21		33.60		33.95		33.97		50.74		5.46		4500		500		+39.74		1.80		40,587,508	23528.99	1725		692		668320		525614		14720045494	11587167000	--		
SZ300295	三六五网	-4.24		17.38		-0.77		--		-1.13		11886146	6.73		1.21		通信服务	135300--	17.87		18.15		18.00		17.24		17.38		17.39		44.05		2.98		14599		52000		-21.10		4.19		209,698,390	18391.37	11402		1042		4687413		7198733		3354270480	3070975437	--		
SZ300296	利亚德		+1.10		15.60		+0.17		--		-0.09		13177950	0.845		1.20		光学光电子	54000--		15.56		15.43		16.09		15.44		15.59		15.60		32.57		5.58		18000		32900		-38.24		4.21		206,975,150	20155.34	10269		1283		7485072		5692878		39668874960	24324626040	--		
SZ300297	蓝盾股份	-5.31		9.99		-0.56		--		-0.48		21532073	2.91		0.97		计算机应用	227700--	10.63		10.55		10.74		9.97		9.99		10.00		46.01		2.90		81900		116080		+12.32		7.30		220,185,400	14483.98	15202		1416		8872427		12659646	11741905341	7399675318	--		
SZ300298	三诺生物	+2.05		23.45		+0.47		--		-0.03		4816896		1.19		1.14		医疗器械服务	121500--	22.95		22.98		23.75		22.88		23.44		23.45		33.16		4.45		5700		3500		+14.25		3.79		112,295,394	16932.36	6632		726		2719238		2097658		11047192055	9498113898	--		
SZ300299	富春股份	+1.09		8.33		+0.09		--		0.12		8633195		2.06		0.65		通信服务	130500--	8.26		8.24		8.47		8.25		8.33		8.34		61.64		3.74		58200		48136		-13.12		2.67		72,171,036	16787.87	4299		2008		3915389		4717806		4748132987	3498023981	--		
SZ300300	汉鼎宇佑	+0.66		18.20		+0.12		--		0.02		6065478		1.58		0.90		计算机应用	192400--	18.20		18.08		18.44		17.96		18.18		18.20		22.93		3.81		5500		193200		-76.29		2.65		110,402,458	21732.77	5080		1194		3236870		2828608		8360965704	6976522280	--		
SZ300302	同有科技	-0.91		13.03		-0.12		--		-0.31		6407058		2.62		0.49		计算机设备	46400--		13.16		13.15		13.55		12.80		13.03		13.04		107.6		7.02		9100		1000		-1.56		5.70		83,797,094	13496.07	6209		1032		2674844		3732214		5486385479	3188978878	--		
SZ300303	聚飞光电	-1.67		3.54		-0.06		--		0.03		9872185		0.967		0.69		光学光电子	61600--		3.60		3.60		3.63		3.51		3.54		3.55		30.05		2.38		141300		133060		+21.58		3.33		35,137,077	10313.20	3407		2898		3570670		6301515		4425261040	3613824257	--		
SZ300309	吉艾科技	+1.29		23.50		+0.30		--		-0.03		1289850		0.298		0.83		专用设备	42100--		23.23		23.20		23.61		22.91		23.50		23.57		49.00		6.57		19900		300		-5.22		3.02		30,040,510	13611.47	2207		584		799550		490300		11374612645	10183359810	--		
SZ300311	任子行		-0.57		13.88		-0.08		--		-0.24		6841435		2.89		0.41		计算机应用	154500--	14.05		13.96		14.20		13.73		13.88		13.89		134.7		5.03		7900		73100		+16.73		3.37		95,444,757	14793.05	6452		1060		2965138		3876297		6217278255	3291410759	--		
SZ300316	晶盛机电	-1.08		23.84		-0.26		--		-0.11		18189468	1.98		0.74		电气设备	202700--	24.37		24.10		24.50		22.95		23.84		23.85		43.34		6.34		200		6500		+65.99		6.43		433,245,440	23819.09	18189		1000		8424967		9764501		23480637747	21955016258	--		
SZ300318	博晖创新	+6.98		5.67		+0.37		--		0.07		9662990		1.69		3.63		医疗器械服务	103500--	5.34		5.30		5.79		5.25		5.66		5.67		154.6		4.25		87700		64263		-30.11		10.19		53,906,428	11548.08	4668		2070		5370545		4292445		4657395494	3233558248	--		
SZ300319	麦捷科技	+1.37		7.38		+0.10		--		0.03		3683957		0.780		0.69		半导体及元件	68100--		7.28		7.28		7.43		7.15		7.37		7.38		55.78		2.69		9900		21678		-20.33		3.85		26,873,756	14363.31	1871		1969		1891046		1792911		5125048011	3483846785	--		
SZ300322	硕贝德		+1.31		10.84		+0.14		--		-0.14		6786824		1.83		0.67		电子制造	243500--	10.74		10.70		10.93		10.68		10.83		10.84		71.07		7.15		900		67300		-70.86		2.34		73,274,422	13521.76	5419		1252		3254574		3532250		4412897334	4014178069	--		
SZ300326	凯利泰		+4.89		10.51		+0.49		--		0.12		12841433	2.00		1.37		医疗器械服务	81500--		10.10		10.02		10.73		10.00		10.50		10.51		38.48		3.62		79946		17600		+37.53		7.29		133,564,755	20172.90	6621		1940		7931146		4910287		7523591593	6739643861	--		
SZ300327	中颖电子	-1.63		30.20		-0.50		--		-0.15		5991828		2.89		0.59		半导体及元件	60805--		31.10		30.70		31.32		29.70		30.20		30.21		45.75		7.77		26695		2792		+64.42		5.28		181,022,130	21384.78	8465		708		2597001		3394827		6341575086	6269777908	--		
SZ300329	海伦钢琴	-0.12		8.26		-0.01		--		-0.01		2209580		0.881		0.97		家用轻工	88100--		8.30		8.27		8.34		8.14		8.26		8.27		36.28		2.44		6000		1600		+43.64		2.42		18,242,149	10300.48	1771		1248		776400		1433180		2075654409	2072309109	--		
SZ300330	华虹计通	+0.48		10.48		+0.05		--		-0.06		2744823		1.64		0.57		计算机应用	21000--		10.48		10.43		10.81		10.46		10.48		10.49		亏损		4.54		11300		800		+49.14		3.36		29,098,879	15703.66	1853		1481		1238953		1505870		1760640000	1757475669	--		
SZ300331	苏大维格	-0.77		18.08		-0.14		--		-0.09		4470800		3.42		0.69		光学光电子	99600--		18.36		18.22		18.67		17.77		18.08		18.09		62.33		2.90		1400		2000		+11.46		4.94		80,956,347	16654.26	4861		920		1885200		2585600		4086963027	2363376739	--		
SZ300333	兆日科技	-4.72		12.11		-0.60		--		-0.66		69980225	21.15		0.86		计算机设备	1138207--	13.00		12.71		13.00		11.81		12.11		12.12		250.4		4.74		178493		118600		+40.26		9.36		859,828,860	17175.97	50060		1398		30785237	39194988	4068960000	4007139298	--		
SZ300339	润和软件	+0.81		12.40		+0.10		--		-0.29		20672101	4.00		1.04		计算机应用	190500--	12.36		12.30		12.56		11.98		12.39		12.40		54.67		2.17		31200		76800		-45.20		4.72		254,553,470	19172.51	13277		1557		10141409	10530692	9875494416	6403737580	--		
SZ300341	麦迪电气	+1.14		7.10		+0.08		--		-0.01		4026876		1.08		0.42		光学光电子	78200--		7.10		7.02		7.19		7.01		7.10		7.11		75.60		3.32		2400		50000		-55.75		2.56		28,519,105	12652.66	2254		1787		2092614		1934262		3622500514	2648039785	--		
SZ300342	天银机电	+2.10		14.07		+0.29		--		0.10		1401291		0.354		0.92		白色家电	59700--		13.78		13.78		14.10		13.66		14.07		14.08		36.21		4.36		72700		1600		+36.02		3.19		19,543,914	16562.64	1180		1188		762901		638390		6077962399	5574453942	--		
SZ300346	南大光电	-2.70		28.46		-0.79		--		-0.12		2672040		1.90		0.70		光学光电子	32200--		29.48		29.25		29.72		28.22		28.46		28.47		108.5		3.74		7000		5800		-48.50		5.13		76,566,463	21399.24	3578		747		1003980		1668060		4578189440	4011232088	--		
SZ300347	泰格医药	+3.84		60.23		+2.23		--		0.11		5152117		1.70		1.17		医疗器械服务	41100--		57.98		58.00		61.36		57.51		60.22		60.23		78.53		11.41		1767		672		+10.35		6.64		308,581,810	33216.56	9290		555		2826648		2325469		30125633004	18283447710	--		
SZ300348	长亮科技	+4.91		27.14		+1.27		--		0.26		26193557	14.34		2.34		计算机应用	245200--	25.43		25.87		28.14		25.43		27.13		27.14		581.2		7.53		5600		21014		-8.84		10.48		704,628,240	24274.92	29027		902		13545226	12648331	8123025069	4957505574	--		
SZ300349	金卡智能	-1.24		41.45		-0.52		--		-0.04		1583792		0.848		0.50		仪器仪表	37200--		41.91		41.97		42.70		41.18		41.45		41.46		28.12		3.19		30000		900		+1.95		3.62		66,179,577	21445.10	3086		513		617772		966020		9888455832	7745324617	--		
SZ300350	华鹏飞		-0.74		8.00		-0.06		--		-0.27		12728698	5.41		0.86		物流		117800--	8.10		8.06		8.20		7.87		8.00		8.01		71.10		2.24		52100		14600		+20.69		4.09		101,793,383	11159.11	9122		1395		5516298		7212400		4244954320	1880913600	--		
SZ300351	永贵电器	+0.76		14.55		+0.11		--		-0.04		1139900		0.479		0.39		非汽车交运	20400--		14.51		14.44		14.76		14.42		14.54		14.55		28.46		1.95		5900		20200		-43.80		2.35		16,604,187	10377.62	1600		712		583000		556900		5596023266	3460011389	--		
SZ300352	北信源		-6.82		5.19		-0.38		--		-1.32		61110832	5.85		0.61		计算机应用	3308250--	5.61		5.57		5.66		5.13		5.19		5.20		1535		3.40		1100650		137100		+61.59		9.52		332,407,860	11257.38	29528		2070		26059418	35051414	7524587079	5417438204	--		
SZ300353	东土科技	-7.02		16.29		-1.23		--		-2.15		38085127	11.68		1.01		通信设备	310300--	17.10		17.52		17.30		15.81		16.28		16.29		168.5		3.78		40600		2600		+89.58		8.50		629,877,510	15954.34	39480		965		16196065	21889062	8420922626	5313014125	--		
SZ300354	东华测试	+1.16		11.34		+0.13		--		0.11		1418920		1.96		0.54		仪器仪表	31100--		11.25		11.21		11.50		11.16		11.34		11.35		亏损		4.56		12300		13300		-21.42		3.03		16,082,662	13391.06	1201		1181		699018		719902		1568789208	822593950	--		
SZ300357	我武生物	-0.45		38.00		-0.17		--		0.13		4996138		1.97		1.47		生物制品	31100--		38.19		38.17		38.86		37.29		37.99		38.00		53.19		12.96		1600		76280		-94.14		4.11		190,791,500	27334.03	6980		716		2371259		2624879		11053440000	9640912740	--		
SZ300359	全通教育	+0.89		10.21		+0.09		--		-0.10		20206433	4.88		0.85		传媒		358300--	10.05		10.12		10.34		9.90		10.20		10.21		275.0		3.12		250400		16450		+29.75		4.35		204,360,000	16671.56	12258		1648		9818734		10387699	6470817021	4230322063	--		
SZ300363	博腾股份	+6.77		13.56		+0.86		--		0.18		8091775		2.62		2.26		化学制药	69700--		12.70		12.70		13.89		12.61		13.55		13.56		65.22		4.13		40900		15998		+9.41		10.08		108,607,597	19408.08	5596		1446		5134225		2957550		5755641937	4180230154	--		
SZ300365	恒华科技	+0.15		20.10		+0.03		--		0.02		2266564		1.04		0.43		计算机应用	34500--		20.10		20.07		20.40		19.76		20.10		20.11		200.7		5.08		27082		6700		+13.19		3.19		45,580,442	14173.02	3216		705		814936		1451628		7932602685	4366843791	--		
SZ300366	创意信息	+0.08		13.15		+0.01		--		-0.15		21767050	8.41		0.69		计算机应用	547200--	13.27		13.14		13.40		12.82		13.14		13.15		76.67		2.32		20700		231500		-49.23		4.41		285,911,720	15982.54	17889		1217		9887457		11879593	6911326373	3404647696	--		
SZ300369	绿盟科技	-1.60		12.89		-0.21		--		-0.26		11714418	1.96		0.60		计算机应用	170500--	13.06		13.10		13.10		12.40		12.89		12.90		亏损		3.64		49400		24200		+16.58		5.34		149,595,870	16125.46	9277		1263		5810065		5904353		10352439797	7708357923	--		
SZ300370	安控科技	+4.28		4.14		+0.17		--		1.93		74440109	11.11		7.25		采掘服务	432400--	4.37		3.97		4.37		4.11		4.14		4.15		亏损		2.87		57460		227340		-44.07		6.55		320,557,700	19058.13	16820		4426		26017080	48423029	3967959899	2773114168	--		
SZ300371	汇中股份	-0.48		18.81		-0.09		--		-0.07		439000		0.766		0.65		仪器仪表	10100--		18.60		18.90		19.12		18.60		18.72		18.81		112.1		4.05		1000		5600		-16.75		2.75		8,258,267	9025.43		915		480		158454		280546		2257200000	1078163242	--		
SZ300373	扬杰科技	-1.06		28.84		-0.31		--		-0.06		6103847		2.62		0.68		半导体及元件	63000--		29.50		29.15		29.80		27.82		28.84		28.85		53.42		5.84		8200		200		+17.72		6.79		175,827,720	21016.94	8366		730		2613541		3490306		13620064632	6722996801	--		
SZ300374	恒通科技	+0.28		14.30		+0.04		--		-0.03		3090080		1.88		0.43		建筑材料	73570--		14.38		14.26		14.68		14.30		14.30		14.31		50.39		2.43		47230		7760		+1.36		2.66		44,596,804	14289.27	3121		990		1429230		1660850		3516546462	2353604110	--		
SZ300375	鹏翎股份	+0.13		15.17		+0.02		--		-0.05		1739089		1.30		1.32		汽车零部件	18600--		15.39		15.15		15.54		15.13		15.16		15.17		30.11		1.89		13900		2600		+47.10		2.71		26,551,301	15224.37	1744		997		849589		889500		3059629260	2032081710	--		
SZ300377	赢时胜		+2.42		15.67		+0.37		--		0.40		19700705	4.61		0.63		计算机应用	444800--	15.46		15.30		15.72		15.13		15.66		15.67		114.3		4.27		5900		82145		-60.89		3.86		305,438,370	18151.68	16827		1171		10504246	9196459		11633146781	6699450415	--		
SZ300378	鼎捷软件	-3.08		16.69		-0.53		--		-0.51		11684926	4.48		0.69		计算机应用	259411--	17.22		17.22		17.35		16.57		16.69		16.70		389.5		3.58		29789		99000		-22.89		4.53		197,280,240	15188.25	12989		900		4974504		6710422		4418008899	4355588299	--		
SZ300379	东方通		-2.70		15.52		-0.43		--		-0.39		9189272		4.63		0.84		计算机应用	134339--	16.03		15.95		16.53		15.35		15.51		15.52		326.2		2.96		16300		19061		-27.49		7.40		145,700,680	17669.26	8246		1114		4246579		4942693		4299532139	3081515090	--		
SZ300380	安硕信息	+1.49		24.58		+0.36		--		0.17		6692842		9.48		0.90		计算机应用	89700--		24.45		24.22		24.73		23.39		24.58		24.59		310.6		8.31		6700		22200		+13.24		5.53		160,974,720	16573.12	9713		689		2998242		3694600		3378275200	1734431510	--		
SZ300382	斯莱克		-0.07		13.82		-0.01		--		-0.04		2267817		1.07		1.06		专用设备	50900--		13.80		13.83		13.96		13.31		13.80		13.82		63.73		4.02		2100		91600		-84.46		4.70		31,069,524	13357.49	2326		975		1006728		1261089		4331447954	2927603509	--		
SZ300383	光环新网	+1.98		15.94		+0.31		--		0.12		29051334	2.12		0.61		计算机应用	284900--	15.85		15.63		16.09		15.60		15.93		15.94		41.76		3.51		19200		63100		-31.93		3.13		461,188,010	22488.20	20508		1417		16024651	13026683	23054842910	21794424072	--		
SZ300384	三联虹普	-1.45		26.50		-0.39		--		-0.01		816000		1.34		0.87		计算机应用	18600--		26.91		26.89		27.17		26.37		26.50		26.55		25.26		2.71		14700		3000		+45.32		2.98		21,830,384	15853.58	1377		593		280277		535723		4437503440	1612725473	--		
SZ300386	飞天诚信	-3.78		16.79		-0.66		--		-0.60		10093800	4.93		0.80		计算机设备	161100--	17.47		17.45		17.61		16.64		16.79		16.80		829.2		4.24		12000		29056		-34.19		5.56		171,816,420	16982.94	10117		998		4432296		5661504		7018958760	3438211371	--		
SZ300387	富邦股份	+1.03		16.61		+0.17		--		-0.01		1231361		0.995		0.69		化学制品	48302--		16.55		16.44		16.63		16.24		16.61		16.62		28.13		2.59		11998		10700		+10.49		2.37		20,286,220	15713.57	1291		954		552180		679181		2075286620	2055694295	--		
SZ300388	国祯环保	+4.38		23.59		+0.99		--		0.42		7489630		2.53		1.38		燃气水务	52500--		22.80		22.60		23.98		22.40		23.58		23.59		39.73		3.90		1200		33700		-78.06		6.99		176,008,890	17876.18	9846		761		4507267		2982363		7210719207	6991614108	--		
SZ300389	艾比森		-2.96		17.70		-0.54		--		0.14		2983210		2.13		1.20		光学光电子	25458--		18.20		18.24		18.22		17.45		17.69		17.70		63.89		5.32		500		2542		-38.51		4.22		52,911,823	16915.54	3128		954		1100711		1882499		5657687118	2483493195	--		
SZ300390	天华超净	+0.85		9.44		+0.08		--		0.04		9603800		5.20		0.69		其他电子	103000--	9.65		9.36		9.78		9.34		9.44		9.45		107.5		3.88		131400		31950		+39.69		4.70		92,121,816	12768.10	7215		1331		4355509		5248291		3252528400	1744739882	--		
SZ300394	天孚通信	-2.09		19.70		-0.42		--		-0.10		2331897		1.42		0.65		半导体及元件	86900--		20.35		20.12		20.45		19.69		19.69		19.70		33.38		4.38		19700		18000		-14.29		3.78		46,512,404	14245.76	3265		714		927787		1404110		3661245000	3223848855	--		
SZ300395	菲利华		-1.52		15.56		-0.24		--		-0.07		3240859		1.22		0.61		新材料		43400--		15.94		15.80		16.05		15.22		15.55		15.56		55.32		5.00		50100		12300		+8.30		5.25		50,387,642	15427.94	3266		992		1298103		1942756		4655909880	4143312288	--		
SZ300396	迪瑞医疗	+1.67		45.04		+0.74		--		0.02		1599580		1.18		1.77		医疗器械服务	8300--		44.60		44.30		45.96		44.34		45.03		45.04		50.01		5.44		2800		12400		-41.34		3.66		72,331,352	23146.03	3125		512		915221		684359		6906884000	6081498075	--		
SZ300398	飞凯材料	-1.19		23.16		-0.28		--		-0.25		4950992		1.36		1.00		化学制品	9500--		23.63		23.44		24.24		22.97		23.16		23.17		33.65		4.96		3950		10800		+41.64		5.42		116,558,984	21414.47	5443		910		2326072		2624920		9883312528	8430240000	--		
SZ300399	京天利		+1.85		18.20		+0.33		--		0.05		1582541		1.53		0.76		计算机应用	31500--		18.04		17.87		18.28		17.62		18.20		18.21		亏损		6.90		27000		2500		+5.84		3.69		28,608,307	15088.77	1896		835		796904		785637		2766400000	1876773681	--		
SZ300400	劲拓股份	+0.20		15.14		+0.03		--		-0.12		3463654		2.23		0.52		通用设备	47200--		15.18		15.11		15.32		14.91		15.13		15.14		46.01		7.10		14600		6378		+60.18		2.71		52,251,272	15504.83	3370		1028		1678239		1785415		3685833000	2356694671	--		
SZ300401	花园生物	+3.22		49.94		+1.56		--		0.03		4537107		2.64		1.20		化学制药	56000--		48.97		48.38		50.30		48.24		49.93		49.94		19.64		6.82		6400		31600		-57.43		4.26		223,735,460	30104.34	7432		610		2477714		2059393		9574263580	8588621272	--		
SZ300404	博济医药	+2.85		23.81		+0.66		--		0.04		2382128		2.81		1.10		医疗器械服务	27000--		23.55		23.15		24.57		23.18		23.81		23.82		157.2		7.83		600		400		+16.24		6.00		57,141,479	16524.43	3458		689		1382691		999437		3196992510	2020205880	--		
SZ300406	九强生物	+3.90		18.38		+0.69		--		-0.16		8393906		2.66		2.06		生物制品	33300--		17.69		17.69		18.65		17.51		18.38		18.39		39.82		5.90		3200		5700		-37.65		6.44		153,035,330	24883.79	6150		1365		5306531		3087375		9223772147	5810416833	--		
SZ300408	三环集团	-0.83		22.78		-0.19		--		0.05		7359177		0.448		0.80		半导体及元件	22600--		23.09		22.97		23.23		22.67		22.76		22.78		39.41		6.44		1900		4400		-71.68		2.44		168,430,600	26174.14	6435		1144		3255365		4103812		39663027964	37416020154	--		
SZ300412	迦南科技	-2.65		9.93		-0.27		--		-0.05		3805220		1.72		0.74		医疗器械服务	181154--	9.92		10.20		10.36		9.90		9.93		9.95		231.9		3.32		35746		1400		+45.22		4.51		38,323,242	11025.10	3476		1095		1625394		2179826		2583696630	2192130217	--		
SZ300413	快乐购		-3.96		36.85		-1.52		--		-0.20		8641571		4.20		2.53		零售		64300--		39.00		38.37		40.60		34.53		36.84		36.85		278.3		8.73		2200		21300		-0.46		15.82		332,396,950	31343.42	10605		815		3985891		4655680		14776850000	7579255305	--		
SZ300414	中光防雷	+3.68		22.52		+0.80		--		-0.03		1822498		2.18		0.93		电气设备	39800--		21.72		21.72		22.76		21.72		22.51		22.52		87.86		4.80		12000		21000		-12.92		4.79		40,553,084	14457.43	2805		650		1062444		760054		3848946122	1883432050	--		
SZ300416	苏试试验	+0.27		25.59		+0.07		--		0.01		300498		0.395		0.63		仪器仪表	1298--		25.73		25.52		25.74		25.49		25.59		25.65		324.7		6.01		2		2700		+11.97		0.980		7,693,753	24118.35	319		942		90800		209698		3214104000	1948294650	--		
SZ300419	浩丰科技	-1.83		8.58		-0.16		--		-0.26		14740730	6.50		0.65		计算机应用	90600--		8.79		8.74		8.98		8.36		8.57		8.58		105.6		2.09		157700		66900		+6.43		7.09		127,418,066	14399.15	8849		1666		6316236		8424494		3155327347	1946166308	--		
SZ300420	五洋停车	+0.80		7.52		+0.06		--		-0.04		1959699		0.483		0.44		通用设备	30400--		7.55		7.46		7.63		7.47		7.52		7.53		85.56		2.64		35900		1200		+0.46		2.14		14,729,073	8970.20		1642		1193		917599		1042100		3843958093	3052855672	--		
SZ300422	博世科		+6.43		17.88		+1.08		--		0.07		15691243	5.95		1.99		环保工程	112600--	16.86		16.80		18.05		16.75		17.87		17.88		26.25		5.21		34600		103100		-1.88		7.74		276,714,300	21087.81	13122		1196		8373013		7318230		6361977206	4713716737	--		
SZ300423	鲁亿通		-0.79		32.72		-0.26		--		-0.16		1052127		1.53		0.62		电气设备	8420--		33.10		32.98		34.21		32.55		32.72		32.73		22.18		2.65		5980		400		+7.48		5.03		35,012,985	21814.94	1605		656		370074		682053		5974737767	2245281541	--		
SZ300424	航新科技	-0.54		25.61		-0.14		--		0.01		1767003		1.12		0.81		国防军工	21400--		24.90		25.75		26.30		24.90		25.60		25.61		779.5		6.80		3800		1319		-6.94		5.44		45,101,815	15170.47	2973		594		786512		980491		6146118034	4028204327	--		
SZ300428	四通新材	+0.07		14.89		+0.01		--		-0.03		1868224		1.35		0.50		新材料		33360--		14.80		14.88		15.08		14.62		14.89		14.90		46.55		5.91		8040		7000		+47.84		3.09		27,750,987	11095.96	2501		747		772628		1095596		4331203200	2055552588	--		
